ps_wcode,ps_c_code,treatment,bl_age,edu_cat,religion,bl_quint_all,bl_quint_missing,bl_homeland,bl_agland,bl_cropsr,impute_ag,bl_dds_m,bl_mdd,impute_dd,bl_market,impute_market,bl_lefthome,bl_income,bl_ss_cont,bl_huscomm_cont,bl_extcomm_cont,bl_dec_cont,bl_lefthome_m,bl_ss_cont_m,bl_huscomm_cont_m,bl_extcomm_cont_m,bl_dec_cont_m,bl_income_m,dds_avg,mdd_avg,gardenprac,cropsr,poultrynum_avg,poultryegg_avg,knfg_score_el,knowscore,el_emp_market,el_emp_buygoods,el_emp_soldgoods,el_emp_buymarket,el_dec_income,el_selfefficacy,el_lefthome,el_income,el_ss_cont,el_huscomm_cont,el_extcomm_cont,el_dec_cont,el_network_cont
774,130,0,18,3,1,3,0,66,0,14,0,6,1,0,0,0,0,0,.80000001,.40000001,.66666669,0,0,.80000001,.40000001,.66666669,0,0,6,1,2,5,6,28,,,,,,,1,1,,,,,,1.6,.60377359
775,130,0,26,3,1,4,0,7,300,10,0,6,1,0,0,0,0,0,2,1.6,0,.80000001,0,2,1.6,0,.80000001,0,5.75,.75,4,4.2064924,1.5,0,3,3,1,1,0,0,0,1,0,0,2,2,1.3333334,.40000001,.11320755
776,130,0,35,1,1,4,0,7.5,240,10,0,6,1,0,0,0,0,0,1.2,1.6,0,.40000001,0,1.2,1.6,0,.40000001,0,5,1,2,.97606063,0,0,,2,0,0,0,0,0,1,0,0,2,,1.3333334,.80000001,.33962265
777,130,0,36,3,1,4,0,7.5,240,10,0,4.8235292,,1,0,0,,,,,,,.27777779,1.6444445,1.7647059,.16666667,.51111114,.055555556,4,0,0,0,2,0,,,,,,,0,1,,,,,,1.6,.2264151
778,130,0,27,2,1,4,0,5,420,10,0,6,1,0,0,0,1,0,2,2,0,.40000001,1,2,2,0,.40000001,0,4,.25,1,2.5983801,.5,0,4,4,0,0,0,0,0,1,0,0,2,2,1.3333334,.40000001,.98113209
779,130,0,22,1,1,4,0,5,420,10,0,5,1,0,0,0,0,0,1.6,1.6,0,0,0,1.6,1.6,0,0,0,4.75,.5,2,1.6,.5,0,,3,0,0,0,0,0,1,1,0,2,2,1,.40000001,.3018868
780,130,0,21,3,1,5,0,5,300,15,0,5,1,0,0,0,0,0,1.6,2,0,.40000001,0,1.6,2,0,.40000001,0,4.5,.5,3,5,0,0,3,2,0,0,0,0,0,1,0,0,2,2,1.6666666,0,.79245281
781,130,0,21,2,1,1,0,2,0,7,0,2,0,0,0,0,0,0,1.2,2,0,1.2,0,1.2,2,0,1.2,0,3.5,0,1,1.1527102,0,0,3,3,1,1,0,0,0,1,0,0,2,2,1.3333334,2,.26415095
782,130,0,20,1,1,2,0,4,28,4,0,3,0,0,0,0,0,0,1.2,2,0,1.2,0,1.2,2,0,1.2,0,4.5,.5,7,6,6,7,3,3,0,0,0,0,0,1,0,0,2,2,.66666669,2,.26415095
783,130,0,21,3,1,4,0,14,448,8,0,4,0,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,3.75,0,10,5.1999998,9,1.5,,0,0,0,0,0,0,1,0,0,2,2,1,2,.18867925
784,130,0,22,3,1,4,0,10,90,2,0,4,0,0,1,0,0,0,2,1.6,0,0,0,2,1.6,0,0,0,4,.33333334,6,4.75,5,8,,2,2,1,0,1,0,1,0,0,2,2,2,1.2,.03773585
785,130,0,28,1,1,3,0,14,60,10,0,4,0,0,1,0,0,0,1.6,2,1,1.6,0,1.6,2,1,1.6,0,5.75,.75,8,7.4000001,2.5,7,,2,0,0,0,0,0,1,1,0,2,2,1.6666666,1.6,0
787,130,0,24,4,1,5,0,50,300,18,0,5,1,0,0,0,0,0,1.6,1.2,0,0,0,1.6,1.2,0,0,0,5,1,,,,,,,,,,,0,1,,,,,,1.2,0
788,130,0,33,2,1,3,0,14,0,11,0,6,1,0,0,0,1,0,2,2,0,.80000001,1,2,2,0,.80000001,0,4,0,10,1.4,1,0,,3,2,1,0,1,1,1,0,0,2,2,2,.80000001,.52830189
789,131,1,21,2,1,5,0,20,300,11,0,5,1,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,6.25,1,15,10.2,3.5,6,2,3,0,0,0,0,1,1,0,0,2,2,1.3333334,0,.41509435
790,131,1,22,2,1,5,0,13,90,4,0,6,1,0,1,0,0,0,2,1.6,0,.80000001,0,2,1.6,0,.80000001,0,5.25,.5,9,4.8000002,0,0,3,3,2,1,0,1,0,1,1,0,2,2,.66666669,2,.64150941
791,131,1,25,2,1,3,0,5,0,1,0,5,1,0,2,0,0,1,2,2,0,1.2,0,2,2,0,1.2,1,6,1,14,13,0,0,,,,,,,,,,,,,,,
792,131,1,20,2,1,3,0,5,0,1,0,3,0,0,1,0,0,0,1.6,2,0,0,0,1.6,2,0,0,0,7,1,,10,0,0,,,,,,,,,,,,,,,
793,131,1,26,1,1,2,0,4,0,5,0,4,0,0,2,0,0,0,2,2,.33333334,.40000001,0,2,2,.33333334,.40000001,0,4.5,.5,11,4.761404,.5,0,3,3,0,0,0,0,1,1,0,0,2,2,2,1.2,1.4339622
794,131,1,26,3,1,4,0,15,0,3,0,4,0,0,1,0,0,1,2,2,.33333334,.40000001,0,2,2,.33333334,.40000001,1,5.5,.75,12,5.4323163,2,0,4,4,1,1,0,0,1,1,0,0,2,2,2,0,.41509435
795,131,1,22,2,1,4,0,15,0,3,0,4,0,0,1,0,0,0,2,2,0,0,0,2,2,0,0,0,4.25,.5,12,5.4323163,0,0,,3,0,0,0,0,1,1,1,0,2,2,2,.40000001,.71698111
796,131,1,31,0,1,2,0,3.5,0,5,0,1,0,0,0,0,1,0,2,1.6,0,1.2,1,2,1.6,0,1.2,0,4.5,.25,15,5.7486506,9.5,2,3,2,0,0,0,0,1,1,0,0,2,2,1,.80000001,.4528302
797,131,1,24,1,1,2,0,3.3,0,2,0,5,1,0,2,0,0,0,2,1.2,0,.80000001,0,2,1.2,0,.80000001,0,5.5,.75,12,5.0323162,7,2,3,3,1,1,0,0,1,1,1,0,2,2,2,.40000001,.33962265
798,131,1,21,0,1,4,0,21,240,10,0,3,0,0,1,0,0,0,1.6,2,0,0,0,1.6,2,0,0,0,3.5,0,14,8,0,0,,,,,,,1,1,,,,,,.80000001,.26415095
799,131,1,21,2,1,3,0,2,12,4,0,2,0,0,0,0,0,0,1.6,2,0,2,0,1.6,2,0,2,0,5.5,1,14,6.1999998,2,3.5,,3,2,1,1,0,1,1,0,0,2,2,1.6666666,.40000001,.3773585
800,131,1,22,2,1,4,0,8,90,5,0,4,0,0,1,0,0,0,2,1.6,0,2,0,2,1.6,0,2,0,6,.75,13,7.1936855,1.5,2,,3,2,1,0,1,1,1,0,0,2,2,1.3333334,0,.1509434
801,131,1,22,2,1,4,0,7,0,9,0,5,1,0,0,0,1,0,2,1.2,0,.40000001,1,2,1.2,0,.40000001,0,5.5,.75,13,11.6,3,4,3,3,2,1,0,1,0,1,1,0,2,2,1.3333334,0,1.1320754
802,131,1,20,2,1,4,0,7,0,9,0,4,0,0,1,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,5,.5,12,11.8,3,8.5,3,3,1,1,0,0,0,1,1,0,2,2,1,0,.75471699
803,131,1,28,0,1,1,0,3,0,3,0,3,0,0,0,0,1,0,2,2,0,1.2,1,2,2,0,1.2,0,4.75,.25,9,4.1999998,1,3.5,2,3,0,0,0,0,0,1,0,0,2,2,1,1.6,.3018868
804,131,1,25,2,1,5,0,30,240,8,0,5,1,0,0,0,1,0,2,2,0,.80000001,1,2,2,0,.80000001,0,4,0,,,,,,,,,,,0,1,,,,,,1.2,.33962265
805,131,1,27,3,1,5,0,30,240,8,0,5,1,0,1,0,1,0,2,2,0,0,1,2,2,0,0,0,5,.5,11,15.6,0,0,2,2,0,0,0,0,0,1,0,0,2,2,1.6666666,1.2,1.0566038
806,131,1,30,1,1,2,0,3,30,5,0,4,0,0,2,0,0,0,2,2,0,1.2,0,2,2,0,1.2,0,5.6666665,.66666669,11,6,1,7,,3,,,,,0,1,,,,,,2,.56603771
807,131,1,25,3,1,1,0,14,45,16,0,4,0,0,1,0,0,0,2,1.6,0,2,0,2,1.6,0,2,0,4,.33333334,13,6.4000001,4.5,0,,3,0,0,0,0,1,1,0,0,2,2,2,1.6,.60377359
1466,156,1,20,0,1,3,0,13,0,5,0,5,1,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,6.3333335,1,10,5.5999999,2.5,1.5,2,3,1,1,0,0,0,1,0,0,2,2,2,0,.3773585
1467,156,1,23,1,1,4,0,15,60,5,0,1,0,0,0,0,0,0,2,2,.66666669,.40000001,0,2,2,.66666669,.40000001,0,7.25,.75,14,29.200001,1.5,7.5,1,3,0,0,0,0,0,1,0,0,2,2,2,.80000001,0
1468,156,1,30,1,1,3,0,22,0,10,0,5,1,0,2,0,0,0,1.2,2,0,.40000001,0,1.2,2,0,.40000001,0,6,.75,15,25.200001,2,0,2,3,0,0,0,0,0,1,0,0,2,2,1.3333334,1.6,0
1469,156,1,32,2,1,4,0,10,300,8,0,4,0,0,1,0,1,1,1.6,2,.33333334,1.2,1,1.6,2,.33333334,1.2,1,6.75,1,14,14.8,1,6,,4,0,0,0,0,0,0,1,0,2,2,1.6666666,1.6,.64150941
1470,156,1,24,2,1,4,0,30,150,13,0,3,0,0,2,0,1,0,2,2,0,.80000001,1,2,2,0,.80000001,0,6,1,15,22,7,11.5,4,3,0,0,0,0,0,1,0,0,2,2,2,2,.98113209
1471,156,1,28,2,1,3,0,3,0,10,0,5,1,0,2,0,0,1,1.6,2,.33333334,.80000001,0,1.6,2,.33333334,.80000001,1,3.75,0,9,10.8,.5,0,2,3,0,0,0,0,0,1,1,0,2,2,2,2,.79245281
1472,156,1,17,4,1,4,0,30,60,9,0,5,1,0,1,0,0,0,2,1.6,0,.40000001,0,2,1.6,0,.40000001,0,6.25,.75,14,13.6,1.5,0,3,3,0,0,0,0,0,1,0,0,2,2,1.3333334,0,.33962265
1473,156,1,27,3,1,4,0,30,60,9,0,3,0,0,0,0,0,0,1.6,1.2,0,0,0,1.6,1.2,0,0,0,4.75,.75,14,13.8,.5,0,1,3,1,1,0,0,0,1,1,0,2,2,1.3333334,1.2,.11320755
1474,156,1,27,3,2,3,0,10,60,10,0,4,0,0,0,0,1,0,2,2,0,1.6,1,2,2,0,1.6,0,4.25,.25,13,7.5999999,0,0,,4,0,0,0,0,0,1,0,0,2,2,1.3333334,2,.18867925
1475,156,1,24,3,2,4,0,39,1860,17,0,6,1,0,1,0,1,1,2,2,0,2,1,2,2,0,2,1,5.3333335,.66666669,4,10.2,0,0,1,3,0,0,0,0,0,1,0,0,2,,1.3333334,2,0
1476,156,1,28,1,1,3,0,21,157,5,0,4,0,0,0,0,0,0,1.6,1.2,0,0,0,1.6,1.2,0,0,0,4,.33333334,12,5.4000001,15,31,1,2,0,0,0,0,0,0,0,0,2,2,1.3333334,0,.11320755
1477,156,1,27,3,1,4,0,15,10,4,0,3,0,0,0,0,0,0,2,1.2,0,.40000001,0,2,1.2,0,.40000001,0,4,.25,16,7.4356666,9,21.5,2,3,0,0,0,0,0,1,0,0,2,2,2,0,.86792451
1478,156,1,21,3,1,4,0,15,10,4,0,3,0,0,0,0,0,0,2,.80000001,0,0,0,2,.80000001,0,0,0,4.5,.5,16,7.8000002,1.5,0,4,2,2,1,0,1,0,1,0,0,2,2,1.6666666,0,.56603771
1479,156,1,20,0,1,1,0,0,0,4,0,6,1,0,1,0,0,0,1.6,2,.33333334,1.2,0,1.6,2,.33333334,1.2,0,4,.25,13,4.8000002,0,0,,1,1,1,0,0,0,1,0,0,2,2,1.3333334,.80000001,.41509435
1480,156,1,19,3,1,1,0,7,0,13,0,3,0,0,0,0,0,0,1.2,1.6,0,.80000001,0,1.2,1.6,0,.80000001,0,6,1,,4,6,5,3,3,2,1,0,1,0,1,0,0,2,2,2,.40000001,.3773585
1481,156,1,28,1,1,3,0,4.5,12,9,0,3,0,0,2,0,1,1,2,.80000001,.33333334,1.2,1,2,.80000001,.33333334,1.2,1,5,.25,12,11.805944,7.5,3.5,2,3,2,1,0,1,1,1,1,1,2,2,2,1.2,.86792451
1482,156,1,23,3,2,5,0,12,15,16,0,6,1,0,1,0,1,0,2,2,0,1.2,1,2,2,0,1.2,0,4.75,.75,12,11.2,0,0,3,3,0,0,0,0,0,1,0,0,2,2,1.6666666,.80000001,.52830189
1483,156,1,24,3,2,5,0,28,1080,14,0,7,1,0,0,0,0,0,1.6,1.6,0,0,0,1.6,1.6,0,0,0,6.25,1,12,6.2240734,3,14,2,3,1,1,0,0,0,1,0,0,2,2,1,2,.60377359
1484,156,1,20,1,1,4,0,42,270,19,0,3,0,0,1,0,0,0,2,2,0,0,0,2,2,0,0,0,6.75,.75,14,20.6,15.5,13.5,,3,1,1,0,0,1,1,0,0,2,2,2,1.6,1.6226416
1485,156,1,27,3,1,4,0,45,90,6,0,7,1,0,2,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,5.5,1,15,18.908989,1.5,0,,3,1,1,0,0,1,1,1,0,2,2,2,0,.75471699
1486,156,1,20,3,1,4,0,45,90,6,0,5,1,0,2,0,0,0,1.2,.80000001,0,0,0,1.2,.80000001,0,0,0,4.25,.25,14,18.4,1.5,1,,3,1,1,0,0,0,1,1,0,2,2,1.3333334,.40000001,.11320755
1487,156,1,23,2,1,3,0,5,0,7,0,4,0,0,1,0,1,0,1.6,2,0,1.2,1,1.6,2,0,1.2,0,5.5,1,14,13.614624,2,6,,3,2,1,0,1,0,1,1,0,2,2,1.6666666,.80000001,.71698111
1488,156,1,24,2,1,1,0,30,0,12,0,4,0,0,1,0,0,1,2,2,0,.80000001,0,2,2,0,.80000001,1,4.25,.5,15,17.067324,3.5,17.5,,3,1,1,0,0,0,1,1,0,2,2,2,1.2,.56603771
1489,156,1,16,2,1,3,0,20,0,15,0,4,0,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,5.5,1,11,6.6094103,4,7,,2,2,1,0,1,0,1,0,0,2,.80000001,0,0,.49056605
1490,156,1,30,1,1,2,0,30,0,6,0,5,1,0,2,0,0,1,1.6,2,0,.40000001,0,1.6,2,0,.40000001,1,6.25,1,13,20.077246,5.5,7,,3,0,0,0,0,1,1,0,0,1.6,2,1.6666666,.40000001,.64150941
1491,156,1,20,1,1,2,0,30,0,6,0,5,1,0,2,0,0,1,1.6,1.6,0,0,0,1.6,1.6,0,0,1,4.5,.75,14,19.515713,6,21,,2,0,0,0,0,1,1,0,0,2,2,1.6666666,2,.79245281
1492,156,1,25,3,2,4,0,35,0,15,0,4,0,0,0,0,0,0,2,2,0,1.6,0,2,2,0,1.6,0,5,.5,12,6.5999999,2,7,,3,0,0,0,0,0,1,0,0,2,2,1,2,.1509434
722,128,1,22,1,1,5,0,14,120,2,0,5,1,0,0,0,0,0,1.2,.80000001,0,.40000001,0,1.2,.80000001,0,.40000001,0,4.6666665,.66666669,11,14.4,8.5,30.5,2,3,2,1,0,1,1,1,1,0,1.6,1.6,1.3333334,1.2,.64150941
723,128,1,26,1,1,3,0,8,0,4,0,3,0,0,0,0,0,0,0,2,0,.80000001,0,0,2,0,.80000001,0,5,.75,11,.80000001,2,0,2,2,0,0,0,0,0,1,1,0,2,2,1.6666666,2,.3773585
725,128,1,21,4,1,3,0,11,0,7,0,6,1,0,1,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,4.75,.5,9,6.1999998,3,0,3,3,2,1,0,1,1,1,1,1,1.6,2,1.6666666,.40000001,.03773585
726,128,1,25,3,1,1,0,5,60,3,0,2,0,0,0,0,0,0,.80000001,2,0,1.2,0,.80000001,2,0,1.2,0,4,.33333334,,3.25,1,0,3,4,1,1,0,0,0,1,1,0,1.2,2,1.3333334,2,.67924529
727,128,1,26,2,1,2,0,7,0,4,0,3,0,0,1,0,0,0,1.2,1.2,0,1.2,0,1.2,1.2,0,1.2,0,7,1,12,15.4,2.5,0,3,3,2,1,0,1,1,1,1,0,1.6,2,1.6666666,1.2,.41509435
728,128,1,30,4,1,2,0,8,0,1,0,3,0,0,1,0,1,0,2,2,0,0,1,2,2,0,0,0,4.5,.5,11,9.6000004,1,0,,2,2,1,0,1,0,1,0,0,2,1.6,1.3333334,0,.3018868
729,128,1,24,2,1,2,0,8,0,1,0,5,1,0,2,0,1,0,2,2,0,.40000001,1,2,2,0,.40000001,0,7.25,1,11,10.4,1,0,3,2,0,0,0,0,0,1,1,0,1.6,1.2,1.6666666,.40000001,1.018868
730,128,1,24,2,1,2,0,8,0,1,0,5,1,0,2,0,0,0,1.2,2,0,.40000001,0,1.2,2,0,.40000001,0,5.25,.75,10,11.6,3,3.5,4,4,2,1,0,1,0,1,1,0,1.6,2,1.6666666,2,.56603771
731,128,1,23,3,1,3,0,28,0,4,0,4,0,0,3,0,1,1,2,2,0,2,1,2,2,0,2,1,5.5,1,10,14,5.5,0,3,3,2,1,0,1,1,1,1,0,1.6,1.6,1.6666666,2,.67924529
732,128,1,27,3,1,5,0,165,150,9,0,4,0,0,2,0,0,0,2,2,0,1.6,0,2,2,0,1.6,0,4.25,.5,8,13.4,11,31.5,4,2,0,0,0,0,1,1,1,0,1.6,,1.3333334,2,.52830189
733,128,1,18,2,1,2,0,12,0,6,0,3,0,0,1,0,0,0,1.2,1.6,0,0,0,1.2,1.6,0,0,0,4.75,.5,11,12.2,4.5,10,4,3,0,0,0,0,0,0,0,0,1.6,1.6,1.3333334,0,.67924529
734,128,1,18,1,1,2,0,12,0,6,0,3,0,0,0,0,0,0,.80000001,1.6,0,0,0,.80000001,1.6,0,0,0,5.5,1,11,12.2,6,0,5,3,1,1,0,0,0,1,1,0,2,1.6,1,0,.3018868
735,128,1,34,0,1,1,0,0,0,6,0,4,0,0,1,0,0,0,2,2,0,2,0,2,2,0,2,0,4,.25,12,4,1,0,3,3,1,1,0,0,0,1,0,0,1.2,2,1.6666666,2,.33962265
736,128,1,22,3,1,5,0,100,500,17,0,4,0,0,0,0,0,0,2,2,0,1.6,0,2,2,0,1.6,0,5.6666665,.66666669,,8.666667,0,0,3,3,0,0,0,0,0,1,0,0,2,1.6,1,2,.11320755
737,128,1,21,1,1,3,0,4,0,4,0,3,0,0,0,0,0,0,2,2,0,1.2,0,2,2,0,1.2,0,4.25,.25,7,9.6000004,4,7,,4,2,1,0,1,1,1,1,0,2,1.6,2,1.2,.60377359
738,128,1,20,1,1,3,0,7.5,56,5,0,3.7647059,,1,.80000001,1,,,,,,,.2,1.52,1.84,.050000001,.84000003,.1,4.5,.5,10,15.4,2,10.5,,,0,0,0,0,0,1,0,0,1.6,2,1.6666666,.80000001,.41509435
739,128,1,23,1,1,1,0,0,0,4,0,3,0,0,1,0,1,1,1.6,2,0,1.2,1,1.6,2,0,1.2,1,3.3333333,.33333334,5,1,1,0,,3,1,1,0,0,0,0,0,0,2,2,1,2,.11320755
740,128,1,22,1,1,1,0,30,0,3,0,4,0,0,0,0,0,0,.40000001,1.6,0,.80000001,0,.40000001,1.6,0,.80000001,0,3.5,0,2,2.4000001,1,0,3,3,0,0,0,0,1,1,0,0,1.6,2,1.6666666,1.2,.2264151
741,128,1,18,4,1,3,0,11,0,7,0,3.7647059,,1,1,0,0,0,2,2,1,0,0,2,2,1,0,0,5.5,.5,9,7.1999998,3,0,5,4,2,1,0,1,0,1,1,0,2,1.6,1.3333334,0,0
742,128,1,18,3,1,5,0,100,500,17,0,3.7647059,,1,0,0,0,0,2,2,0,0,0,2,2,0,0,0,6,.75,13,13.6,2.5,0,4,4,2,1,0,1,0,1,0,0,2,1.2,1.6666666,1.2,.3018868
283,112,1,30,1,1,4,0,58,90,2,0,3,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,5,.5,6,12.339821,6,9.5,3,2,1,1,0,0,1,1,1,0,2,1.2,1.3333334,0,.11320755
284,112,1,21,4,1,4,0,35,32,7,0,5,1,0,2,0,1,0,1.2,2,0,.40000001,1,1.2,2,0,.40000001,0,6.75,1,10,9.3999996,2,3.5,,4,2,1,0,1,1,1,1,0,1.6,2,1.3333334,2,0
285,112,1,23,1,1,4,0,52,0,7,0,6,1,0,1,0,0,0,2,1.6,0,0,0,2,1.6,0,0,0,4,.25,9,10.032316,0,0,2,1,1,1,0,0,1,1,0,1,2,0,1.6666666,0,.60377359
286,112,1,30,1,1,2,0,5,0,2,0,4,0,0,1,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,5,.75,5,2.2554677,5,0,2,3,0,0,0,0,1,1,0,0,1.2,1.2,1.3333334,0,.18867925
287,112,1,32,3,1,3,0,16,84,4,0,5,1,0,1,0,1,0,2,2,0,.40000001,1,2,2,0,.40000001,0,5.25,.5,5,9.7804699,1.5,0,3,4,1,1,0,0,0,1,0,0,2,2,1,1.2,.98113209
288,112,1,20,2,1,3,0,15,15,11,0,3,0,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,4.25,.25,9,10.8,2.5,3.5,2,3,1,1,0,0,0,1,1,0,1.6,2,1,.40000001,.1509434
289,112,1,29,0,1,3,0,62,22,2,0,5,1,0,0,0,0,0,1.6,.80000001,0,.40000001,0,1.6,.80000001,0,.40000001,0,5.25,1,12,19.072674,5,7,3,3,0,0,0,0,1,1,0,0,1.2,2,1.3333334,0,.3773585
290,112,1,19,1,1,3,0,62,22,2,0,5,1,0,1,0,0,1,2,2,0,0,0,2,2,0,0,1,5.75,.75,10,11.466378,4.5,3.5,4,3,3,1,1,1,1,1,1,1,1.6,,1.6666666,2,.86792451
291,112,1,23,3,1,5,0,40,90,7,0,5,1,0,1,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,5.75,.75,10,14.767124,2.5,3.5,1,3,1,1,0,0,0,1,1,0,2,2,1.6666666,.40000001,0
292,112,1,29,1,1,1,0,4,0,2,0,4,0,0,0,0,1,0,2,1.2,0,1.6,1,2,1.2,0,1.6,0,6.25,1,6,16.223282,2,0,3,4,1,0,1,0,0,1,1,1,2,2,1,1.6,.90566039
293,112,1,33,2,2,2,0,5,0,6,0,4,0,0,0,0,0,0,2,2,0,1.6,0,2,2,0,1.6,0,5.25,.75,11,9.1999998,0,0,3,3,2,1,1,0,0,1,1,1,1.6,2,1.6666666,2,.4528302
294,112,1,23,2,2,2,0,5,0,6,0,4,0,0,0,0,1,1,2,2,0,1.6,1,2,2,0,1.6,1,5.75,.75,11,9.1999998,0,0,3,4,1,1,0,0,1,1,0,0,2,2,1.6666666,1.2,.75471699
295,112,1,26,3,1,2,0,7,0,4,0,4,0,0,0,0,0,0,2,2,0,1.6,0,2,2,0,1.6,0,5.3333335,1,11,3.4000001,7,10.5,,3,0,0,0,0,1,1,0,0,2,2,1.6666666,.80000001,0
296,112,1,25,0,1,2,0,7,0,4,0,4,0,0,0,0,1,0,2,2,0,1.6,1,2,2,0,1.6,0,4,.25,11,4.8000002,5.5,6,,4,0,0,0,0,1,1,0,0,1.6,2,1.3333334,1.2,.4528302
297,112,1,24,2,1,1,0,9,0,8,0,4,0,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,6.25,1,11,14.574342,1,3.5,3,4,2,1,0,1,0,1,1,0,1.6,2,1.6666666,0,.83018869
298,112,1,24,3,2,5,0,60,240,9,0,6,1,0,1,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,6.5,1,10,17.799999,0,0,,4,2,1,0,1,0,1,1,0,2,2,2,1.6,.1509434
299,112,1,22,3,2,5,0,60,240,9,0,6,1,0,1,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,6.5,1,10,17.799999,0,0,2,4,1,1,0,0,0,1,1,0,2,2,1.6666666,0,.75471699
300,112,1,25,4,2,5,0,60,150,7,0,4,0,0,2,0,0,1,2,2,0,.40000001,0,2,2,0,.40000001,1,5,1,3,3.2,0,0,3,4,2,1,0,1,0,1,0,0,1.6,2,1.6666666,2,.33962265
301,112,1,28,0,1,2,0,15,45,7,0,3,0,0,0,0,0,0,1.2,2,0,.80000001,0,1.2,2,0,.80000001,0,5.25,.75,5,9.1999998,3.5,3.5,,2,2,1,1,0,0,1,1,1,1.6,2,1.3333334,2,.60377359
302,112,1,16,2,1,3,0,15,15,11,0,4.4210525,,1,0,0,0,0,2,1.6,.33333334,0,0,2,1.6,.33333334,0,0,3,0,,,,,,,,,,,0,1,,,,,,.40000001,0
303,112,1,19,3,2,5,0,60,240,9,0,4.4210525,,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,7,1,10,17.6,0,0,1,4,0,0,0,0,0,1,0,0,1.6,2,1.3333334,.40000001,0
653,126,1,24,2,1,2,0,3.5,0,6,0,4,0,0,0,0,0,0,.80000001,2,0,.80000001,0,.80000001,2,0,.80000001,0,4.25,.25,15,11.333677,1,0,,3,0,0,0,0,1,1,1,0,2,2,1.3333334,2,.2264151
654,126,1,20,3,1,5,0,15,1200,11,0,4,0,0,1,0,0,0,2,2,.33333334,.80000001,0,2,2,.33333334,.80000001,0,5.25,.5,13,11.572405,3,3.5,,3,0,0,0,0,0,1,0,0,2,2,2,2,.3773585
655,126,1,28,3,1,5,0,60,480,9,0,2,0,0,1,0,0,1,2,2,0,1.2,0,2,2,0,1.2,1,5.75,.75,14,14.974607,12.5,17.5,1,3,2,1,1,0,1,1,0,0,1.6,2,1,.80000001,.67924529
656,126,1,28,3,1,5,0,22,360,13,0,5,1,0,1,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,6,.5,14,28.567013,1.5,0,3,3,0,0,0,0,1,1,0,0,2,2,1.3333334,1.6,1.1320754
657,126,1,30,1,1,1,0,2,0,9,0,1,0,0,0,0,1,0,1.6,2,0,.80000001,1,1.6,2,0,.80000001,0,5.6666665,1,12,20.123203,2.5,8,1,3,2,1,0,1,1,1,1,0,2,2,1.6666666,1.6,.98113209
658,126,1,23,3,1,1,0,2,0,7,0,2,0,0,0,0,0,0,2,2,.33333334,.40000001,0,2,2,.33333334,.40000001,0,5.25,.75,12,16.189394,7.5,3.5,,3,2,1,1,0,1,1,0,1,2,2,1.3333334,1.6,.60377359
659,126,1,24,3,1,1,0,2,0,7,0,2,0,0,0,0,1,0,2,2,.33333334,.40000001,1,2,2,.33333334,.40000001,0,5,.66666669,9,5.5999999,2.5,7,2,2,2,1,0,1,1,1,1,0,2,2,1.3333334,2,1.018868
660,126,1,28,0,1,1,0,3,7,0,0,3,0,0,0,0,1,0,.80000001,2,0,.80000001,1,.80000001,2,0,.80000001,0,5.5,.5,14,14.531012,2.5,0,2,2,2,1,0,1,1,1,1,0,2,2,2,2,.79245281
661,126,1,23,2,1,1,0,3,7,0,0,4,0,0,0,0,0,0,1.6,2,0,.40000001,0,1.6,2,0,.40000001,0,4.5,.25,11,7.0668373,3.5,8,2,3,1,0,1,0,1,1,0,0,2,2,1.3333334,2,.71698111
662,126,1,30,2,2,4,0,30,60,0,0,4,0,0,1,0,0,0,1.6,2,0,.40000001,0,1.6,2,0,.40000001,0,6.25,.75,13,12.8,0,0,,3,1,1,0,0,0,1,0,0,2,2,1.3333334,.40000001,.03773585
663,126,1,27,0,1,3,0,22,270,0,0,3,0,0,0,0,0,0,.80000001,1.6,0,.80000001,0,.80000001,1.6,0,.80000001,0,4.25,.5,14,4.3902192,3,0,,3,1,1,0,0,0,1,0,0,2,2,1.3333334,1.2,.56603771
664,126,1,26,2,2,2,0,5,20,2,0,3,0,0,0,0,0,0,1.2,2,0,.80000001,0,1.2,2,0,.80000001,0,5.6666665,1,14,9.25,3.5,0,2,3,0,0,0,0,0,1,0,0,2,2,1.6666666,1.6,.67924529
