ps_wcode,ps_c_code,treatment,bl_age,edu_cat,religion,bl_quint_all,bl_quint_missing,bl_homeland,bl_agland,bl_cropsr,impute_ag,bl_dds_m,bl_mdd,impute_dd,bl_market,impute_market,bl_lefthome,bl_income,bl_ss_cont,bl_huscomm_cont,bl_extcomm_cont,bl_dec_cont,bl_lefthome_m,bl_ss_cont_m,bl_huscomm_cont_m,bl_extcomm_cont_m,bl_dec_cont_m,bl_income_m,dds_avg,mdd_avg,gardenprac,cropsr,poultrynum_avg,poultryegg_avg,knfg_score_el,knowscore,el_emp_market,el_emp_buygoods,el_emp_soldgoods,el_emp_buymarket,el_dec_income,el_selfefficacy,el_lefthome,el_income,el_ss_cont,el_huscomm_cont,el_extcomm_cont,el_dec_cont,el_network_cont
2227,180,1,38,3,1,4,0,7,0,7,0,3,0,0,0,0,1,0,2,2,0,1.2,1,2,2,0,1.2,0,4,0,13,21,16.5,10.5,2,,2,1,0,1,1,1,1,0,1.2,2,1.6666666,1.2,0
2228,180,1,29,1,1,2,0,10,60,1,0,2,0,0,0,0,0,0,.40000001,1.6,0,.80000001,0,.40000001,1.6,0,.80000001,0,4.5,.5,11,11.2,10.5,7,4,3,0,0,0,0,1,1,1,0,1.2,2,2,.80000001,.3018868
2229,180,1,33,1,1,2,0,5,65,3,0,4,0,0,0,0,0,0,1.2,2,0,.80000001,0,1.2,2,0,.80000001,0,5.25,.5,11,4,11,10.5,2,3,1,0,1,0,0,1,0,1,.40000001,2,1.6666666,1.2,.49056605
2230,180,1,28,3,1,2,0,4,60,1,0,4,0,0,0,0,0,0,1.6,2,0,.40000001,0,1.6,2,0,.40000001,0,5.5,.75,10,9,15,0,2,2,2,1,0,1,1,1,1,0,.80000001,2,1.6666666,1.2,.41509435
2231,180,1,21,1,1,3,0,3,150,4,0,4,0,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,4,0,,,,,,,,,,,1,1,,,,,,1.2,.4528302
2232,180,1,29,3,1,5,0,10.5,240,5,0,5,1,0,1,0,0,0,2,2,0,2,0,2,2,0,2,0,6.25,1,9,13.2,9,14,2,2,3,1,1,1,1,1,1,1,1.6,2,2,1.2,.33962265
2233,180,1,26,2,1,2,0,10,45,5,0,4,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,2.5,0,,3.5,0,0,,2,1,0,1,0,0,1,0,1,.40000001,1.2,.66666669,1.2,.11320755
2234,180,1,24,3,1,1,0,3,0,4,0,2,0,0,0,0,1,0,0,2,0,.80000001,1,0,2,0,.80000001,0,5.75,1,5,17,9.5,17.5,4,1,2,1,0,1,1,1,1,0,2,1.6,2,1.2,.49056605
2235,180,1,26,3,1,2,0,7.5,0,4,0,3,0,0,1,0,1,0,2,2,0,2,1,2,2,0,2,0,5.5,.5,5,4,2.5,0,2,3,2,1,0,1,1,1,1,0,.80000001,1.2,1.3333334,2,.11320755
2236,180,1,24,3,1,2,0,4,0,2,0,3,0,0,1,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,4.25,.25,5,3.8,3.5,5.5,3,3,0,0,0,0,1,1,0,0,1.6,2,.66666669,1.2,.2264151
2237,180,1,21,3,1,3,0,20,0,10,0,4,0,0,1,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,4.5,.75,7,10.6,4,7,1,3,0,0,0,0,1,1,0,0,1.6,2,1.3333334,.80000001,.52830189
2238,180,1,22,3,1,3,0,20,0,10,0,4,0,0,1,0,0,0,2,2,0,0,0,2,2,0,0,0,6,1,7,13.6,1.5,3.5,1,1,0,0,0,0,1,1,0,0,1.6,2,1,.80000001,.94339621
2239,180,1,31,3,1,2,0,0,0,3,0,3,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,4.6666665,.66666669,5,1.5,3.5,0,2,3,0,0,0,0,0,1,0,0,2,1.6,1,2,.3773585
2240,180,1,38,0,1,2,0,24,0,9,0,3,0,0,0,0,0,0,2,2,0,1.2,0,2,2,0,1.2,0,3,0,2,9.333333,2,1,,,1,1,0,0,0,1,1,0,.80000001,2,1,.80000001,.03773585
2241,180,1,26,1,1,2,0,5,0,5,0,3,0,0,0,0,0,0,1.6,2,0,.80000001,0,1.6,2,0,.80000001,0,6.5,1,10,12,4,10.5,2,3,3,1,1,1,1,1,1,1,1.2,2,2,0,.90566039
2242,180,1,22,1,1,3,0,2,0,3,0,3,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,4.75,.5,11,8.6000004,5,0,2,2,1,1,0,0,0,0,1,0,2,2,2,1.2,.64150941
2243,180,1,26,3,1,4,0,20,0,11,0,3,0,0,1,0,0,1,2,2,0,.80000001,0,2,2,0,.80000001,1,4.25,.25,6,15.2,9,6.5,3,3,3,1,1,1,1,1,1,1,2,2,1.3333334,.40000001,.56603771
2244,180,1,30,0,1,1,0,5,0,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,8,1,12,20,6,6,,,,,,,,1,,,,,,,0
2245,180,1,22,1,1,2,0,4,0,4,0,4,0,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,5.25,.75,3,8.1999998,4,7,3,3,2,1,1,0,1,1,0,1,1.6,1.6,1.6666666,2,.3773585
2246,180,1,29,0,1,1,0,5,3,1,0,2,0,0,0,0,0,0,1.2,2,0,.80000001,0,1.2,2,0,.80000001,0,3,.25,9,4.5999999,2,0,1,2,1,0,1,0,0,0,1,1,1.6,2,1,1.2,.41509435
2247,180,1,31,0,1,1,0,0,0,5,0,4,0,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,4.25,.25,10,6,2,7,2,2,0,0,0,0,0,1,1,0,.40000001,2,1.3333334,2,.75471699
2248,180,1,26,2,1,3,0,23,30,3,0,3,0,0,1,0,1,1,2,2,0,.80000001,1,2,2,0,.80000001,1,3.75,0,11,11.402326,2.5,3.5,4,3,0,0,0,0,1,1,1,0,.40000001,2,1.6666666,1.2,.1509434
2249,180,1,28,3,1,3,0,22,0,2,0,4,0,0,0,0,1,0,1.6,1.6,0,.80000001,1,1.6,1.6,0,.80000001,0,5,.75,10,11.859733,2,10.5,4,4,0,0,0,0,0,1,0,0,.40000001,2,1.3333334,1.2,.33962265
2250,180,1,20,0,1,1,0,7,0,3,0,3,0,0,0,0,0,0,1.2,2,0,.40000001,0,1.2,2,0,.40000001,0,5,1,,,,,,,,,,,0,0,,,,,,1.2,0
2251,180,1,32,2,1,3,0,4,45,2,0,3,0,0,0,0,1,0,1.6,2,0,.80000001,1,1.6,2,0,.80000001,0,4.25,.75,12,15.8,3.5,1.5,3,1,1,1,0,0,1,1,1,0,.40000001,2,.66666669,1.2,1.018868
2252,180,1,32,1,1,2,0,7,0,5,0,3,0,0,0,0,0,0,.80000001,2,0,1.2,0,.80000001,2,0,1.2,0,6.25,.75,12,11.6,6,10.5,5,3,3,1,1,1,0,1,0,1,2,2,1.6666666,1.2,.71698111
2253,180,1,25,3,1,1,0,10,0,7,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,6.25,.75,12,12.2,1.5,3.5,2,3,2,1,1,0,1,1,0,1,.40000001,2,1.6666666,1.2,.41509435
2254,180,1,34,0,1,4,0,0,60,11,0,3,0,0,0,0,0,0,1.2,2,0,.80000001,0,1.2,2,0,.80000001,0,3,0,7,4.1999998,0,0,2,2,0,0,0,0,0,1,1,0,1.6,2,1,1.6,0
2255,180,1,21,2,1,4,0,8,150,7,0,3,0,0,0,0,0,0,2,2,0,1.6,0,2,2,0,1.6,0,4,.25,9,12.6,1.5,1.5,4,4,1,1,0,0,0,1,1,0,2,1.6,2,1.2,.18867925
2256,180,1,23,2,1,5,0,4,300,5,0,6,1,0,2,0,0,1,2,1.2,0,0,0,2,1.2,0,0,1,5,.5,7,4,3.5,3.5,2,1,0,0,0,0,0,1,0,0,.40000001,2,1.6666666,.80000001,0
2257,180,1,26,0,1,2,0,13,0,4,0,7,1,0,0,0,0,0,1.6,1.2,0,.80000001,0,1.6,1.2,0,.80000001,0,4.25,.25,7,17.6,1.5,0,5,3,1,1,0,0,0,1,0,0,.40000001,2,1.6666666,1.2,.71698111
2258,180,1,28,0,1,1,0,0,0,5,0,3,0,0,1,0,0,1,1.6,1.6,0,.80000001,0,1.6,1.6,0,.80000001,1,3,0,8,7.4000001,4,8,2,3,1,0,1,0,0,0,0,1,2,2,1.3333334,.40000001,.11320755
2259,180,1,18,3,1,4,0,10,330,3,0,5,1,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,5.3333335,.66666669,3,9,3,3.5,4,3,2,1,0,1,0,1,1,0,1.6,2,1.3333334,1.2,0
2260,180,1,27,3,1,5,0,5,150,3,0,5,1,0,0,0,0,0,1.6,2,0,.40000001,0,1.6,2,0,.40000001,0,6.25,1,8,7.8146238,13,3.5,1,3,0,0,0,0,0,1,1,0,1.6,2,1,1.2,0
2261,180,1,23,3,1,4,0,16,270,5,0,4,0,0,1,0,1,0,2,2,0,.40000001,1,2,2,0,.40000001,0,6.5,.75,5,7.8093767,2,10.5,3,4,0,0,0,0,0,1,0,0,2,2,2,1.6,.11320755
2262,180,1,27,1,1,1,0,7,0,2,0,4,0,0,1,0,0,1,.80000001,1.2,0,1.2,0,.80000001,1.2,0,1.2,1,5,.75,1,2.7310119,2,6,1,3,2,1,0,1,1,1,1,0,.40000001,2,1.3333334,.80000001,0
2263,180,1,28,3,1,4,0,3.5,0,6,0,3,0,0,1,0,0,1,2,2,0,1.6,0,2,2,0,1.6,1,5.25,.75,12,15.801484,2.5,0,5,4,3,1,1,1,0,1,1,1,1.6,1.6,1.6666666,1.6,.26415095
2264,180,1,19,3,1,4,0,3.5,0,6,0,3,0,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,4.5,.5,13,16.25,0,0,5,2,2,1,0,1,0,1,1,0,2,1.6,1,0,.60377359
2265,180,1,27,3,1,5,0,40,810,8,0,3,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,6.75,1,14,19.274456,5,23,4,3,2,1,1,0,0,1,0,1,2,2,2,.40000001,.075471699
2266,180,1,21,0,1,3,0,7,28,11,0,3,0,0,0,0,0,0,1.6,2,0,.40000001,0,1.6,2,0,.40000001,0,3.5,0,7,7.2146235,.5,0,1,3,0,0,0,0,0,1,1,0,.40000001,2,1.3333334,.40000001,.90566039
2267,180,1,30,2,1,3,0,6,2,4,0,3,0,0,1,0,1,1,2,2,0,2,1,2,2,0,2,1,4,0,3,4.0146236,3,2.5,2,2,1,1,0,0,1,1,1,0,1.2,1.6,2,2,.3773585
2268,180,1,24,0,1,2,0,7,4,4,0,3,0,0,2,0,0,1,2,2,0,2,0,2,2,0,2,1,5.25,.75,6,4.0095963,2,2,3,4,0,0,0,0,0,0,1,0,1.2,0,1.6666666,2,.2264151
2269,180,1,24,1,1,4,0,2.75,9,4,0,4,0,0,0,0,0,0,1.6,2,0,.80000001,0,1.6,2,0,.80000001,0,4.75,.5,12,8.8000002,1.5,2,4,3,3,1,1,1,0,1,1,1,.40000001,2,1.3333334,.40000001,0
2270,180,1,32,2,1,4,0,2.75,9.25,4,0,5,1,0,0,0,1,0,1.6,2,0,1.2,1,1.6,2,0,1.2,0,4.25,.25,13,15.8,5,12.5,3,4,1,0,1,0,0,1,0,1,1.6,2,1.6666666,2,0
2271,180,1,20,1,1,5,0,21,140,10,0,5,1,0,0,0,0,0,1.2,2,0,0,0,1.2,2,0,0,0,5.75,.75,14,17.469473,.5,0,4,3,2,1,0,1,0,0,0,0,1.6,1.6,2,.80000001,.18867925
2272,180,1,27,1,1,5,0,42,396,8,0,4,0,0,0,0,0,0,1.6,2,0,.40000001,0,1.6,2,0,.40000001,0,3.5,0,13,9.3999996,4.5,0,3,3,1,1,0,0,1,1,0,0,1.6,1.6,1.3333334,.40000001,.56603771
2273,180,1,32,1,1,1,0,8,0,11,0,4,0,0,1,0,0,1,1.2,2,0,.80000001,0,1.2,2,0,.80000001,1,3,0,14,7.4531097,2.5,0,2,3,0,0,0,0,0,0,0,0,.40000001,2,1,1.2,.3018868
2275,180,1,23,1,1,1,0,0,0,6,0,3,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,2.25,0,7,6.8140354,1.5,0,,2,0,0,0,0,0,1,0,0,1.2,2,1,.80000001,.75471699
2276,180,1,30,3,1,5,0,90,360,20,0,5,1,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,4.75,.5,9,15.374301,11,0,,3,1,1,0,0,1,1,1,0,1.6,2,.66666669,1.2,0
2277,180,1,22,1,1,2,0,0,0,2,0,5,1,0,0,0,1,0,2,2,0,1.2,1,2,2,0,1.2,0,4,0,,8.333333,0,0,,3,,,,,,,,,,,,,
2278,180,1,19,3,1,5,0,90,360,20,0,3.6166666,,1,0,0,0,0,2,2,.33333334,0,0,2,2,.33333334,0,0,3.6666667,.33333334,7,11.75,.5,0,,2,1,1,0,0,0,0,0,0,1.6,2,1,0,0
2020,175,0,28,3,1,4,0,50,350,6,0,5,1,0,0,0,0,0,2,2,.33333334,0,0,2,2,.33333334,0,0,3.6666667,.33333334,6,12.6,8,3.5,2,3,2,1,0,1,1,1,1,0,2,2,2,2,.2264151
2021,175,0,26,2,1,2,0,5,0,1,0,3,0,0,0,0,0,0,1.6,2,0,.80000001,0,1.6,2,0,.80000001,0,4.25,.25,4,3.8,1.5,3.5,1,3,1,1,0,0,0,1,1,0,2,2,2,2,0
2022,175,0,25,3,1,4,0,3,0,0,0,4,0,0,0,0,0,0,2,2,.33333334,1.6,0,2,2,.33333334,1.6,0,5.25,.5,5,3.5999999,0,0,3,3,2,1,0,1,0,1,1,0,2,2,1.6666666,1.2,.26415095
2023,175,0,35,3,1,3,0,3,0,0,0,5,1,0,0,0,0,0,2,2,.33333334,.40000001,0,2,2,.33333334,.40000001,0,4,.25,5,5.8000002,4.5,2.5,2,4,1,1,0,0,1,1,1,0,2,2,2,1.6,0
2024,175,0,22,3,1,5,0,30,450,6,0,5,1,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,5,1,,8,,,,2,,,,,0,1,,,,,,1.6,.03773585
2025,175,0,24,3,1,4,0,10,0,4,0,6,1,0,0,0,0,0,2,2,0,1.2,0,2,2,0,1.2,0,6.3333335,1,5,8.8000002,0,0,0,2,0,0,0,0,0,1,0,0,2,2,1.6666666,2,.2264151
2026,175,0,22,3,1,3,0,10,0,9,0,5,1,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,4.25,.25,8,12.6,2,4.5,2,3,0,0,0,0,0,1,1,0,2,2,2,1.2,.3018868
2027,175,0,34,2,1,5,0,36,150,1,0,4,0,0,0,0,1,0,2,2,0,.80000001,1,2,2,0,.80000001,0,4,.5,4,6.4000001,3.5,3.5,2,3,0,0,0,0,1,1,0,0,2,2,1.6666666,1.6,.11320755
2028,175,0,21,3,1,4,0,18,0,7,0,4,0,0,1,0,0,0,2,1.6,0,0,0,2,1.6,0,0,0,5,.5,2,3.2,2,0,2,4,0,0,0,0,1,1,0,1,2,2,2,1.2,0
2029,175,0,34,2,1,1,0,20,120,2,0,3,0,0,0,0,1,0,1.6,2,.33333334,.40000001,1,1.6,2,.33333334,.40000001,0,3.25,0,6,3.4000001,6.5,4,1,3,0,0,0,0,1,1,0,0,2,2,2,.80000001,.67924529
2030,175,0,31,0,1,3,0,26,0,3,0,4,0,0,0,0,0,0,1.2,2,0,.80000001,0,1.2,2,0,.80000001,0,2.75,0,2,.60000002,0,0,4,4,0,0,0,0,0,1,0,0,1.6,2,1.6666666,1.6,0
2031,175,0,28,3,2,3,0,5,0,1,0,4,0,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,5.25,.75,6,5.8000002,11,64,1,4,0,0,0,0,1,1,0,0,2,2,2,2,.56603771
2032,175,0,31,0,2,2,0,5.5,0,2,0,3,0,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,3.6666667,0,4,3.25,4,14,2,3,1,1,0,0,0,1,1,0,2,2,1.3333334,.80000001,0
2033,175,0,29,0,1,2,0,9,0,4,0,3,0,0,0,0,0,0,1.6,2,0,0,0,1.6,2,0,0,0,3,0,3,3.8,3.5,3.5,,4,0,0,0,0,1,1,1,0,2,2,2,1.2,.64150941
2034,175,0,22,3,1,2,0,9,0,4,0,4,0,0,2,0,0,0,2,2,.33333334,0,0,2,2,.33333334,0,0,5,.5,3,3.4000001,1,0,,4,0,0,0,0,0,1,1,0,2,2,2,1.6,.75471699
2035,175,0,28,0,1,3,0,3,0,2,0,4,0,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,3.75,.5,1,.60000002,2,2.5,1,4,0,0,0,0,0,1,0,0,2,2,2,1.2,.2264151
2036,175,0,23,2,1,2,0,7.5,0,2,0,1,0,0,0,0,1,0,1.6,2,.33333334,.80000001,1,1.6,2,.33333334,.80000001,0,3.25,0,0,.60000002,2,1.5,,4,0,0,0,0,0,1,1,0,2,2,2,1.6,0
2037,175,0,25,0,1,2,0,3,0,1,0,2,0,0,0,0,1,0,2,2,0,.40000001,1,2,2,0,.40000001,0,5.25,.75,0,1.4,.5,0,1,4,2,1,0,1,0,1,1,0,2,2,2,2,.60377359
2038,175,0,23,1,1,1,0,1.5,0,1,0,3,0,0,0,0,1,0,2,1.6,0,1.6,1,2,1.6,0,1.6,0,3,0,5,3.4000001,6.5,3.5,3,3,1,1,0,0,0,1,1,0,2,2,2,1.2,.3018868
2040,175,0,22,2,1,1,0,3,0,0,0,2,0,0,0,0,1,0,1.6,2,.33333334,1.2,1,1.6,2,.33333334,1.2,0,4.5,.5,4,2.25,0,0,,2,2,1,0,1,0,1,1,0,2,2,1.3333334,2,0
2041,175,0,22,3,1,1,0,4,0,0,0,4,0,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,3.3333333,0,2,8.3999996,1,4.5,2,4,0,0,0,0,0,1,1,0,2,2,2,1.6,.075471699
2042,175,0,33,0,1,3,0,7,0,3,0,5,1,0,1,0,0,1,2,1.6,0,1.2,0,2,1.6,0,1.2,1,4.5,.5,4,11.4,2,4.5,4,3,0,0,0,0,0,1,0,0,2,2,2,.80000001,0
2043,175,0,30,1,1,1,0,7,0,5,0,5,1,0,1,0,0,0,2,1.6,.66666669,.40000001,0,2,1.6,.66666669,.40000001,0,7,1,3,4.4000001,5,0,2,2,0,0,0,0,1,1,0,0,2,2,2,.40000001,.1509434
2044,175,0,24,1,1,1,0,0,0,8,0,1,0,0,0,0,0,0,.80000001,1.2,0,.80000001,0,.80000001,1.2,0,.80000001,0,3.3333333,0,1,2.2,6,5,1,2,0,0,0,0,1,1,1,0,2,2,2,2,.64150941
2045,175,0,24,3,1,3,0,12,150,7,0,2,0,0,0,0,0,0,2,1.6,0,1.6,0,2,1.6,0,1.6,0,3.5,0,4,2.8,1.5,0,4,2,0,0,0,0,0,1,1,0,2,2,1.3333334,.40000001,.2264151
2046,175,0,23,3,1,5,0,30,540,8,0,3,0,0,0,0,0,0,.80000001,1.6,0,.80000001,0,.80000001,1.6,0,.80000001,0,4.6666665,.66666669,2,2.4000001,0,0,2,2,1,1,0,0,0,1,0,0,1.6,2,2,1.2,.2264151
2047,175,0,30,3,1,3,0,12,150,3,0,3,0,0,0,0,0,0,1.6,1.6,0,2,0,1.6,1.6,0,2,0,3.75,0,0,2.2,2,3.5,3,2,0,0,0,0,1,1,1,0,2,2,2,2,0
2048,175,0,23,2,1,3,0,7,300,3,0,2,0,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,3.25,0,2,.60000002,9.5,10.5,1,3,0,0,0,0,0,1,1,0,2,2,1.6666666,2,.03773585
2049,175,0,30,3,1,2,0,7,56,5,0,3,0,0,2,0,1,0,1.6,2,.66666669,.80000001,1,1.6,2,.66666669,.80000001,0,3.75,.25,3,1.8,1,0,2,3,2,1,0,1,0,1,1,0,2,2,2,1.6,.75471699
2050,175,0,31,3,1,5,0,42,28,8,0,2,0,0,0,0,1,0,2,1.6,.33333334,1.2,1,2,1.6,.33333334,1.2,0,5,.75,3,4,5,7,2,2,0,0,0,0,1,1,0,0,2,2,2,.80000001,.86792451
2051,175,0,24,3,1,5,0,42,28,8,0,4,0,0,0,0,1,0,1.6,1.6,0,0,1,1.6,1.6,0,0,0,3.75,0,3,2.2,1.5,2.5,2,3,0,0,0,0,0,1,1,0,2,2,1.6666666,2,.64150941
2052,175,0,33,0,1,2,0,10,0,2,0,3,0,0,0,0,0,0,2,1.6,0,.80000001,0,2,1.6,0,.80000001,0,3.5,0,0,1.4,1.5,7,2,2,0,0,0,0,1,0,0,0,2,2,2,.40000001,.60377359
2053,175,0,38,0,2,1,0,3,0,3,0,4,0,0,0,0,1,0,1.6,1.6,0,2,1,1.6,1.6,0,2,0,4,.25,1,1.4,1,3.5,2,2,0,0,0,0,0,1,0,0,2,2,2,.80000001,.26415095
2054,175,0,26,3,2,2,0,19,0,3,0,3,0,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,2.5,0,2,4.1999998,0,0,1,2,1,1,0,0,0,1,0,0,2,2,2,1.2,.2264151
2055,175,0,30,2,2,1,0,5,0,2,0,2,0,0,0,0,0,0,1.6,1.6,0,1.6,0,1.6,1.6,0,1.6,0,3.5,0,1,.80000001,2,3.5,1,2,1,1,0,0,0,1,0,0,2,2,2,.80000001,.67924529
2056,175,0,25,1,2,1,0,3,0,5,0,3,0,0,0,0,0,0,1.6,2,0,.40000001,0,1.6,2,0,.40000001,0,3.5,0,1,2.5999999,0,0,1,3,0,0,0,0,0,1,0,0,2,2,2,1.2,1.0566038
2057,175,0,22,2,2,3,0,5.5,60,10,0,3,0,0,1,0,0,0,1.6,1.2,0,.80000001,0,1.6,1.2,0,.80000001,0,3.75,.25,3,8.6000004,4.5,3.5,2,2,2,1,0,1,1,1,0,0,2,2,1.6666666,.80000001,0
2058,175,0,29,1,2,1,0,5,0,9,0,4,0,0,0,0,1,0,1.6,2,0,1.6,1,1.6,2,0,1.6,0,2.5,0,3,3,5,3.5,1,3,0,0,0,0,0,1,0,0,2,2,2,1.2,0
2059,175,0,22,1,2,3,0,11,0,6,0,2,0,0,0,0,0,0,1.6,2,0,.80000001,0,1.6,2,0,.80000001,0,5,1,,,,,,,,,,,,0,,,,,,,0
2060,175,0,25,3,2,2,0,20,0,6,0,3,0,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,3.3333333,.33333334,,3.75,5,0,2,3,0,0,0,0,1,1,0,0,2,2,2,1.2,.33962265
2061,175,0,38,3,2,4,0,10,360,1,0,2,0,0,0,0,0,0,.40000001,1.6,0,.80000001,0,.40000001,1.6,0,.80000001,0,4.6666665,.33333334,3,5,0,0,,3,0,0,0,0,0,1,0,0,2,2,2,2,.2264151
2062,175,0,25,0,2,5,0,12.5,60,11,0,3,0,0,0,0,0,0,1.6,.80000001,.33333334,0,0,1.6,.80000001,.33333334,0,0,4.5,.25,7,13.6,1,0,2,2,0,0,0,0,0,1,1,0,1.6,2,1,1.6,0
2063,175,0,23,1,2,2,0,21,0,9,0,3,0,0,2,0,1,0,2,2,0,.40000001,1,2,2,0,.40000001,0,4,.25,8,5.4000001,2.5,3.5,2,3,0,0,0,0,0,1,0,0,2,2,2,2,0
2064,175,0,30,4,2,4,0,10,0,8,0,4,0,0,1,0,0,1,2,1.2,.33333334,.40000001,0,2,1.2,.33333334,.40000001,1,4.5,.5,5,7.1999998,6,0,,3,2,1,0,1,,,1,0,2,2,2,,
885,134,1,25,1,2,2,0,4,0,13,0,5,1,0,1,0,0,1,2,2,.33333334,.80000001,0,2,2,.33333334,.80000001,1,6,1,10,17.414623,4,14,3,2,1,0,1,0,1,1,1,1,1.6,2,1.6666666,.40000001,.18867925
886,134,1,23,1,2,2,0,4,0,13,0,5,1,0,0,0,0,0,1.2,2,0,0,0,1.2,2,0,0,0,6,.75,10,17.214624,4,14,3,2,0,0,0,0,0,0,1,0,1.2,1.2,.66666669,0,0
887,134,1,28,1,2,3,0,6,4,8,0,4,0,0,0,0,0,0,1.2,2,0,0,0,1.2,2,0,0,0,4.25,.5,9,8.2385445,1,3.5,5,2,1,1,0,0,1,1,0,0,1.6,2,1.6666666,2,.03773585
888,134,1,27,2,2,1,0,7,0,3,0,4,0,0,1,0,0,1,2,2,0,1.2,0,2,2,0,1.2,1,4.25,.5,9,8.7885828,1,7,1,2,0,0,0,0,1,1,0,0,2,1.6,1.6666666,1.6,.11320755
889,134,1,30,3,2,4,0,3,0,5,0,3,0,0,1,0,0,0,1.2,2,0,0,0,1.2,2,0,0,0,5.25,.75,8,14.102067,0,0,1,4,0,0,0,0,0,0,0,0,1.2,2,1.6666666,0,.3773585
890,134,1,20,3,2,4,0,3,0,5,0,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,6,.75,10,14.302068,0,0,1,3,0,0,0,0,0,0,0,0,2,1.6,1.3333334,0,.11320755
891,134,1,19,3,2,3,0,30,0,10,0,3,0,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,6,.75,12,21.597832,.5,1.5,3,4,2,1,0,1,0,1,1,0,2,2,1.6666666,.40000001,.4528302
892,134,1,26,4,2,5,0,5,241,6,0,5,1,0,1,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,6,.75,11,21.674456,.5,3.5,3,3,0,0,0,0,0,1,0,0,2,2,2,.80000001,.52830189
893,134,1,27,3,2,5,0,45,150,13,0,5,1,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,6.5,1,7,9.2596416,0,0,5,3,0,0,0,0,0,1,1,0,2,2,1.6666666,.40000001,.4528302
894,134,1,20,2,2,5,0,45,150,13,0,5,1,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,4,.25,7,10.02898,0,0,4,3,2,1,0,1,0,1,0,0,2,1.2,1.6666666,0,.18867925
895,134,1,24,4,2,5,0,10,750,5,0,5,1,0,1,0,0,0,2,2,.33333334,.40000001,0,2,2,.33333334,.40000001,0,5,.75,12,19.414623,0,0,3,3,1,1,0,0,0,1,0,0,2,2,2,0,0
896,134,1,20,2,2,2,0,3,0,3,0,3,0,0,0,0,0,0,1.6,1.2,0,0,0,1.6,1.2,0,0,0,6.5,1,11,8.8000002,0,0,,4,2,1,0,1,0,1,1,0,1.6,1.2,1.6666666,.80000001,.2264151
897,134,1,18,2,2,2,0,36,0,10,0,1,0,0,0,0,0,0,.80000001,2,0,0,0,.80000001,2,0,0,0,3.5,.25,9,5.2146235,0,0,1,2,0,0,0,0,0,1,1,0,1.6,1.6,1.6666666,.40000001,.52830189
898,134,1,25,3,2,3,0,3,7,4,0,2,0,0,0,0,1,0,1.6,1.6,0,0,1,1.6,1.6,0,0,0,5.5,.75,8,14.739073,2.5,0,3,3,2,1,1,0,1,1,1,1,1.6,2,1.6666666,2,.2264151
899,134,1,27,0,2,3,0,4,0,1,0,2,0,0,0,0,1,0,1.2,2,0,.80000001,1,1.2,2,0,.80000001,0,4.5,.5,0,.099209659,1.5,7,1,3,1,1,0,0,0,1,0,0,1.6,2,1.3333334,1.2,0
900,134,1,28,2,2,3,0,3,0,2,0,4,0,0,1,0,1,0,2,2,0,1.6,1,2,2,0,1.6,0,4.5,.5,11,13.819757,0,0,2,3,1,1,0,0,1,1,0,0,1.6,2,1.3333334,1.6,.52830189
901,134,1,18,3,2,3,0,5,60,4,0,4,0,0,0,0,0,0,2,.80000001,.33333334,0,0,2,.80000001,.33333334,0,0,5.3333335,.66666669,8,12.614624,2,9,2,3,1,1,0,0,,,1,0,2,2,1.6666666,,
